0	2	256
1	2	1968
2	0	2768
2	1	3294
3	0	2768
3	1	2916
4	2	2656
5	2	3406
6	2	2142
7	2	272
8	2	2519
9	0	3358
9	1	3294
10	2	1665
11	2	1016
12	2	701
13	2	1380
14	2	3318
15	2	137
16	0	2768
16	1	659
17	0	2768
17	1	1641
18	2	1939
19	0	2002
19	1	1641
20	2	1870
21	0	1928
21	1	1751
22	2	3343
23	2	677
24	2	629
25	2	3221
26	2	647
27	2	3445
28	2	1201
29	2	1879
30	2	3446
31	0	2768
31	1	1939
32	0	2002
32	1	659
33	2	1082
34	2	2381
35	2	3296
36	0	3358
36	1	659
37	2	961
38	0	1263
38	1	3271
39	0	1263
39	1	1751
40	2	2191
41	2	554
42	2	2546
43	2	1836
44	0	3095
44	1	2916
45	0	2002
45	1	1870
46	2	1449
47	0	448
47	1	2916
48	0	578
48	1	3294
49	2	1886
50	2	3355
51	2	789
52	0	448
52	1	3294
53	2	2592
54	2	2731
55	0	2768
55	1	3378
56	0	2172
56	1	2916
57	2	2603
58	2	2634
59	2	1743
60	0	2768
60	1	272
61	0	3358
61	1	925
62	2	1760
63	2	2485
64	0	2002
64	1	510
65	0	2674
65	1	1939
66	2	811
67	2	1251
68	0	2002
68	1	257
69	2	3122
70	2	374
71	2	1462
72	2	2465
73	2	588
74	0	2002
74	1	1879
75	2	2407
76	0	1241
76	1	3294
77	2	2842
78	0	2768
78	1	1338
79	0	448
79	1	257
80	2	2828
81	0	3149
81	1	1879
82	0	2674
82	1	1852
83	0	533
83	1	137
84	2	2231
85	0	2013
85	1	257
86	0	2674
86	1	1870
87	0	2720
87	1	2519
88	2	1098
89	0	3358
89	1	3170
90	0	634
90	1	3294
91	0	2013
91	1	2174
92	0	2768
92	1	3281
93	0	2002
93	1	3281
94	2	1915
95	2	2808
96	2	1293
97	2	2507
98	2	1401
99	0	2768
99	1	1941
100	0	2013
100	1	1939
101	0	2002
101	1	2174
102	0	989
102	1	2916
103	0	448
103	1	510
104	2	1213
105	0	2147
105	1	3496
106	0	3095
106	1	3294
107	0	2768
107	1	961
108	0	998
108	1	1870
109	0	448
109	1	256
110	0	2547
110	1	659
111	2	2520
112	0	3358
112	1	1751
113	2	3030
114	2	2326
115	2	3062
116	2	369
117	0	1969
117	1	3170
118	2	139
119	0	3433
119	1	1641
120	2	1696
121	0	2768
121	1	3446
122	0	448
122	1	925
123	2	215
124	0	2601
124	1	2916
125	0	2768
125	1	1696
126	2	2265
127	0	2013
127	1	510
128	2	610
129	0	2674
129	1	3271
130	2	2693
131	2	1655
132	0	2601
132	1	137
133	2	405
134	0	2002
134	1	2175
135	2	414
136	0	2522
136	1	3294
137	0	3358
137	1	2218
138	2	280
139	2	2675
140	0	2768
140	1	2218
141	2	1637
142	2	2004
143	0	2213
143	1	1870
144	0	578
144	1	1968
145	2	943
146	0	2768
146	1	3420
147	2	1532
148	2	550
149	0	1805
149	1	1870
150	2	568
151	0	2093
151	1	1641
152	2	274
153	2	1539
154	0	2613
154	1	2916
155	0	2768
155	1	3040
156	0	2768
156	1	2714
157	0	1241
157	1	256
158	0	1263
158	1	257
159	2	1469
160	0	2547
160	1	2916
161	0	448
161	1	137
162	0	2002
162	1	272
163	2	2623
164	0	2147
164	1	2916
165	0	3433
165	1	659
166	0	2002
166	1	3446
167	0	2575
167	1	137
168	0	2753
168	1	160
169	2	253
170	0	2002
170	1	1751
171	2	3209
172	0	2768
172	1	1862
173	0	3358
173	1	961
174	0	2720
174	1	667
175	2	2335
176	2	3243
177	0	3149
177	1	2916
178	2	1164
179	2	3065
180	0	2768
180	1	1084
181	2	2502
182	2	2399
183	2	782
184	0	998
184	1	1641
185	0	1263
185	1	272
186	0	1969
186	1	1338
187	0	2077
187	1	3265
188	0	506
188	1	2916
189	0	2768
189	1	3412
190	0	3358
190	1	2201
191	2	444
192	2	847
193	0	3433
193	1	272
194	0	151
194	1	3294
195	0	2002
195	1	1338
196	2	2268
197	2	859
198	2	621
199	2	1042
200	0	3059
200	1	2519
201	2	2333
202	2	2935
203	2	424
204	0	2720
204	1	1338
205	2	45
206	0	989
206	1	1968
207	2	2919
208	2	564
209	0	1805
209	1	1939
210	2	3212
211	2	2094
212	2	3202
213	0	434
213	1	2916
214	0	989
214	1	1641
215	0	2002
215	1	1696
216	0	2904
216	1	1751
217	2	451
218	2	780
219	2	1126
220	0	2674
220	1	1665
221	0	2002
221	1	2381
222	2	1095
223	0	3358
223	1	1879
224	2	2442
225	0	533
225	1	2916
226	2	1909
227	2	201
228	0	1118
228	1	3294
229	0	2674
229	1	256
230	0	578
230	1	811
231	2	2743
232	2	1197
233	0	1241
233	1	510
234	2	3195
235	0	2768
235	1	3441
236	2	2076
237	0	2002
237	1	2714
238	0	2720
238	1	3170
239	2	1880
240	2	3115
241	0	506
241	1	3294
242	0	998
242	1	1886
243	0	2674
243	1	1886
244	0	578
244	1	510
245	2	1814
246	0	2002
246	1	3040
247	0	2674
247	1	2603
248	2	546
249	2	1388
250	0	3433
250	1	1751
251	0	1805
251	1	3294
252	0	1505
252	1	3294
253	0	1241
253	1	1886
254	0	652
254	1	137
255	0	3095
255	1	659
256	0	2478
256	1	1751
257	0	1263
257	1	2281
258	2	2266
259	0	578
259	1	3271
260	0	578
260	1	1879
261	2	1552
262	0	3358
262	1	1665
263	0	1949
263	1	2916
264	2	2796
265	0	168
265	1	2916
266	0	3428
266	1	137
267	0	2351
267	1	2020
268	2	1030
269	0	1241
269	1	1751
270	2	1198
271	2	388
272	2	1841
273	0	3095
273	1	3378
274	2	2352
275	2	356
276	2	219
277	2	2289
278	2	2306
279	0	3149
279	1	1870
280	2	1102
281	2	3377
282	0	2768
282	1	160
283	0	2002
283	1	3406
284	0	2768
284	1	1449
285	2	3162
286	2	2877
287	0	3358
287	1	3265
288	2	452
289	2	2252
290	2	2425
291	0	602
291	1	2519
292	2	204
293	0	1263
293	1	2175
294	2	87
295	2	176
296	2	742
297	0	3058
297	1	3294
298	0	3263
298	1	3271
299	0	2957
299	1	1751
300	0	2547
300	1	811
301	0	448
301	1	272
302	2	3329
303	2	1871
304	0	578
304	1	1665
305	0	602
305	1	137
306	0	448
306	1	3040
307	0	2720
307	1	1201
308	0	1805
308	1	659
309	0	2753
309	1	3294
310	2	2945
311	0	3263
311	1	2381
312	0	2768
312	1	1016
313	2	328
314	2	3304
315	2	3338
316	0	3263
316	1	1968
317	0	1263
317	1	2916
318	2	2166
319	0	1184
319	1	3294
320	0	1118
320	1	2916
321	2	807
322	2	2785
323	2	3337
324	0	2957
324	1	3294
325	0	151
325	1	2916
326	0	533
326	1	3294
327	2	3052
328	0	1263
328	1	3170
329	0	1627
329	1	1751
330	0	2720
330	1	3294
331	2	2836
332	0	2002
332	1	961
333	2	1252
334	0	2478
334	1	3271
335	0	3358
335	1	811
336	0	1241
336	1	3271
337	0	358
337	1	2174
338	2	1981
339	2	2456
340	0	3149
340	1	659
341	0	1492
341	1	3294
342	2	1806
343	0	3358
343	1	1862
344	0	1204
344	1	137
345	0	2674
345	1	3378
346	2	1937
347	0	448
347	1	3265
348	0	227
348	1	1751
349	0	2013
349	1	925
350	2	2727
351	2	1974
352	2	1312
353	2	1561
354	0	227
354	1	1968
355	2	3014
356	2	3024
357	0	2575
357	1	510
358	2	2918
359	2	844
360	0	578
360	1	1939
361	2	2436
362	0	887
362	1	925
363	0	2768
363	1	1051
364	0	2768
364	1	757
365	0	3149
365	1	3406
366	2	3034
367	2	1683
368	0	1805
368	1	2916
369	2	873
370	0	1241
370	1	2218
371	2	1980
372	0	2768
372	1	2593
373	0	3433
373	1	3378
374	0	227
374	1	1641
375	2	1122
376	2	2109
377	0	1674
377	1	2020
378	2	1513
379	0	227
379	1	1939
380	0	2002
380	1	160
381	2	2102
382	0	2768
382	1	2704
383	0	998
383	1	2201
384	0	1241
384	1	1870
385	0	2002
385	1	757
386	2	1512
387	2	1963
388	2	1355
389	0	3433
389	1	1941
390	0	578
390	1	3446
391	0	1241
391	1	1941
392	0	2660
392	1	1968
393	2	830
394	0	2674
394	1	1941
395	2	1543
396	0	2575
396	1	1852
397	0	2957
397	1	2201
398	0	2547
398	1	1939
399	0	3149
399	1	3378
400	0	1527
400	1	2519
401	0	3358
401	1	924
402	2	688
403	2	1912
404	2	1970
405	2	2790
406	2	2296
407	0	2575
407	1	404
408	0	1674
408	1	667
409	0	841
409	1	1886
410	0	1263
410	1	384
411	2	2889
412	2	2555
413	2	558
414	0	1263
414	1	2808
415	0	3358
415	1	1886
416	0	409
416	1	1968
417	2	1057
418	2	3295
419	2	845
420	0	2351
420	1	1201
421	2	2901
422	2	2643
423	2	2532
424	0	2768
424	1	1020
425	0	998
425	1	3420
426	2	3108
427	2	1467
428	0	448
428	1	659
429	2	1125
430	0	3433
430	1	1870
431	2	1397
